ダウンロードした時刻：2023/06/18 09:09:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,那須高原,那須高原,那須高原,黒磯,黒磯,黒磯,大田原,大田原,大田原,塩谷,塩谷,塩谷,奥日光（日光）,奥日光（日光）,奥日光（日光）,土呂部,土呂部,土呂部,五十里,五十里,五十里,真岡,真岡,真岡,宇都宮,宇都宮,宇都宮,鹿沼,鹿沼,鹿沼,小山,小山,小山,佐野,佐野,佐野
年月,平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃)
,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号
Jan-80,-1.7,8,1,0.6,8,1,1.3,8,1,0.9,8,1,-4,8,1,-4.3,8,1,-2.3,8,1,1.5,8,1,2.2,8,1,1.2,8,1,2.1,8,1,2.5,8,1
Feb-80,-3.2,8,1,-0.3,8,1,0.6,8,1,0.2,8,1,-5.6,8,1,-4.6,8,1,-2.9,8,1,0.9,8,1,1.6,8,1,0.6,8,1,1.7,8,1,2.3,8,1
Mar-80,0.6,5,1,3.4,8,1,4.2,8,1,3.9,8,1,-1.4,8,1,-0.9,8,1,1.1,8,1,4.8,8,1,5.5,8,1,4.3,8,1,5.5,5,1,5.9,8,1
Apr-80,6.4,8,1,8.7,8,1,9.7,8,1,9.7,8,1,4.1,8,1,5,8,1,7.1,8,1,10.8,8,1,11.2,8,1,10,8,1,11.4,8,1,11.2,8,1
May-80,13.2,8,1,15.3,8,1,16,8,1,16.2,8,1,10.5,8,1,11.5,8,1,13.4,5,1,16.7,8,1,17.3,8,1,16.3,8,1,17.1,8,1,16.9,8,1
Jun-80,17.8,5,1,20.3,8,1,20.8,8,1,21.1,8,1,15.3,8,1,16.6,8,1,18.3,8,1,21.9,8,1,22.2,8,1,21.4,8,1,22.3,8,1,22.4,5,1
Jul-80,18,8,1,20.4,8,1,20.9,5,1,21.2,8,1,16.5,8,1,17.6,8,1,19.2,8,1,22.1,8,1,22.4,8,1,21.6,8,1,22.3,8,1,22.6,8,1
Aug-80,17.7,8,1,20.3,8,1,20.8,8,1,21,8,1,16.3,8,1,18,8,1,19.3,8,1,21.9,8,1,22.1,8,1,21.4,8,1,22,8,1,22.2,8,1
Sep-80,16.2,8,1,18.8,8,1,19.4,8,1,19.4,8,1,13.9,8,1,14.9,8,1,16.7,5,1,20.7,8,1,21.2,8,1,19.9,8,1,21,8,1,20.8,8,1
Oct-80,11.3,8,1,13.6,5,1,14,8,1,14,8,1,9.2,8,1,9.4,8,1,11.4,8,1,14.9,8,1,15.6,8,1,14.4,8,1,15.4,8,1,15.2,8,1
Nov-80,6.5,8,1,7.9,8,1,8.6,8,1,8.2,8,1,4.3,8,1,4,5,1,6,5,1,8.8,8,1,9.6,8,1,8.5,8,1,9.4,8,1,9.5,8,1
Dec-80,0.1,8,1,2.1,8,1,2.8,8,1,2.5,8,1,-2.4,8,1,-2.4,8,1,0.2,8,1,3,8,1,4,8,1,3,8,1,3.9,8,1,4.7,8,1
Jan-81,-4,8,1,-1.3,8,1,-0.2,5,1,-0.9,8,1,-6.4,8,1,-6.1,8,1,-3.9,8,1,-0.8,8,1,0.1,8,1,-0.9,8,1,0.6,8,1,1.5,8,1
Feb-81,-2.4,8,1,0.2,8,1,1.4,8,1,0.6,8,1,-5,8,1,-5,8,1,-2.9,8,1,1.4,8,1,2.1,8,1,1.1,8,1,2.2,8,1,2.4,8,1
Mar-81,1.7,8,1,4.2,8,1,5.4,8,1,4.8,8,1,-0.6,8,1,0,8,1,1.9,8,1,5.8,8,1,6.4,8,1,5.6,8,1,6.5,8,1,6.9,8,1
Apr-81,7.5,8,1,9.7,8,1,10.9,8,1,10.2,8,1,4.8,8,1,5.6,5,1,7.6,8,1,11,8,1,11.7,8,1,10.4,8,1,11.8,8,1,11.8,8,1
May-81,11.3,8,1,13.6,8,1,14.8,8,1,14.2,5,1,9.1,8,1,10.1,8,1,11.9,8,1,15.2,8,1,15.5,8,1,14.7,8,1,15.7,8,1,15.6,8,1
Jun-81,14.9,8,1,16.9,8,1,17.7,8,1,17.6,8,1,13.2,8,1,14.3,8,1,15.6,8,1,18.3,8,1,18.6,8,1,18,8,1,18.5,5,1,18.9,5,1
Jul-81,20.7,8,1,22.7,8,1,23.5,8,1,23.3,8,1,18.1,8,1,19.2,8,1,21.2,8,1,24.4,8,1,24.6,8,1,23.6,8,1,24.7,8,1,24.8,5,1
Aug-81,20.3,8,1,22.5,8,1,23.4,8,1,23,8,1,17.9,8,1,19,8,1,20.9,8,1,24.1,8,1,24.5,8,1,23.4,8,1,24.5,8,1,24.4,8,1
Sep-81,15.5,8,1,17.6,8,1,18.6,5,1,18.1,8,1,12.9,8,1,13.9,8,1,15.8,5,1,19.1,8,1,19.6,8,1,18.6,8,1,19.6,8,1,19.7,8,1
Oct-81,10.9,8,1,13.1,8,1,13.5,8,1,13.3,8,1,8.1,8,1,8.4,8,1,10.7,8,1,14.3,8,1,14.9,8,1,13.8,8,1,15.1,8,1,15,8,1
Nov-81,3.7,5,1,5.5,8,1,6.2,8,1,5.6,8,1,1.6,8,1,1.5,8,1,3.8,5,1,6.4,8,1,7,8,1,6.1,8,1,7.3,8,1,7.5,8,1
Dec-81,0.8,8,1,2.5,8,1,3.3,8,1,2.6,8,1,-1.8,8,1,-2.4,8,1,-0.1,8,1,2.9,8,1,3.6,8,1,2.8,8,1,3.6,8,1,4.2,8,1
Jan-82,-1.5,8,1,0.8,8,1,1.6,8,1,1.1,8,1,-4,8,1,-3.9,8,1,-1.4,8,1,1.9,8,1,2.4,8,1,1.3,8,1,2.8,8,1,3.1,8,1
Feb-82,-2.2,8,1,0.4,8,1,1.4,8,1,0.4,8,1,-5,8,1,-4.5,8,1,-2.1,8,1,1.5,8,1,2.1,8,1,0.9,8,1,2.7,8,1,2.9,8,1
Mar-82,2.5,8,1,4.8,5,1,5.6,8,1,5.4,8,1,0,8,1,0.6,8,1,3.2,5,1,6.5,5,1,7,8,1,5.8,8,1,7.3,8,1,7.4,8,1
Apr-82,7.4,8,1,9.5,8,1,10.5,8,1,10.3,8,1,4.4,8,1,5.5,8,1,7.9,8,1,11.5,8,1,11.9,8,1,10.8,8,1,12.1,8,1,12.2,5,1
May-82,14.5,8,1,16.6,8,1,17.5,8,1,17.3,8,1,11.6,8,1,12.4,8,1,14.5,8,1,18.5,8,1,18.9,8,1,17.8,8,1,19.1,8,1,18.8,8,1
Jun-82,15.2,8,1,17.5,8,1,18.5,8,1,18.1,8,1,12.7,8,1,13.7,8,1,15.7,8,1,19,8,1,19.5,8,1,18.6,8,1,19.7,8,1,19.9,8,1
Jul-82,17.7,5,1,20,8,1,20.9,8,1,20.5,5,1,15,8,1,16.6,8,1,18.5,8,1,21.3,8,1,21.6,8,1,20.8,8,1,21.7,8,1,22.1,5,1
Aug-82,20.8,8,1,23,8,1,24,8,1,23.4,8,1,18,8,1,19.6,5,1,21.3,8,1,24.9,8,1,25.1,8,1,23.9,8,1,25.4,8,1,25.2,5,1
Sep-82,15.8,8,1,18.2,8,1,19.2,8,1,18.6,8,1,13.6,8,1,14.6,8,1,16.4,8,1,19.9,8,1,20.3,8,1,19.1,8,1,20.4,8,1,20.3,8,1
Oct-82,11.3,5,1,13.2,8,1,14.3,8,1,13.4,8,1,7.8,8,1,8.5,8,1,11,8,1,14.5,8,1,15.3,8,1,14.2,8,1,15.3,8,1,15.2,8,1
Nov-82,7.2,8,1,9.1,8,1,10.1,8,1,9.5,8,1,5.2,8,1,5.2,5,1,7.4,8,1,10.4,8,1,10.9,8,1,10,8,1,11.3,8,1,11.5,8,1
Dec-82,2.5,8,1,3.8,8,1,4.7,8,1,3.7,8,1,0.4,8,1,-0.1,8,1,2.3,8,1,4.5,8,1,5.2,8,1,4.2,8,1,5.2,8,1,5.4,8,1
Jan-83,-1.3,8,1,0.8,8,1,1.9,8,1,0.8,8,1,-3.8,8,1,-3.7,8,1,-1.5,8,1,1.5,8,1,2.1,8,1,1.3,8,1,2.4,8,1,2.8,8,1
Feb-83,-2.5,8,1,0,5,1,1.3,8,1,0.5,8,1,-4.9,8,1,-4.4,8,1,-2,8,1,1.6,8,1,2,8,1,1.1,8,1,2.8,8,1,3.2,8,1
Mar-83,1.5,8,1,3.8,8,1,5,8,1,4.2,8,1,-1.3,8,1,-0.5,5,1,1.9,8,1,5.4,8,1,5.9,8,1,4.9,8,1,6.3,8,1,6.5,5,1
Apr-83,10.4,8,1,11.9,8,1,13,8,1,12.4,8,1,7.5,8,1,8.5,8,1,10.5,8,1,13.2,8,1,13.9,8,1,12.8,5,1,13.8,8,1,13.8,8,1
May-83,13,8,1,15.4,8,1,16.6,8,1,16.2,8,1,10.3,8,1,11.3,8,1,13.5,8,1,17.1,8,1,17.6,8,1,16.6,8,1,17.7,8,1,17.7,8,1
Jun-83,14.4,8,1,17,8,1,17.9,8,1,17.6,5,1,11.9,8,1,13.2,8,1,15.1,8,1,18.4,8,1,18.8,8,1,18.1,8,1,19.1,8,1,19.4,8,1
Jul-83,18.3,8,1,20.3,8,1,21.1,8,1,20.7,8,1,16.3,8,1,17.3,8,1,18.8,5,1,22.5,5,1,22,8,1,21.2,8,1,22.2,8,1,22.2,5,1
Aug-83,21.4,8,1,23.5,8,1,24.4,8,1,24,8,1,19,8,1,20,8,1,21.8,8,1,25.1,8,1,25.4,8,1,24.4,8,1,25.6,8,1,25.7,5,1
Sep-83,17,8,1,19,8,1,19.9,8,1,19.7,8,1,14.5,8,1,15.7,8,1,17.5,8,1,20.7,8,1,21.1,8,1,19.9,5,1,21.3,8,1,21.3,8,1
Oct-83,10.4,8,1,12.8,5,1,13.6,8,1,13.5,8,1,8.4,8,1,8.2,8,1,10.2,8,1,14.2,8,1,14.8,8,1,13.7,5,1,15,8,1,15,8,1
Nov-83,5.3,8,1,7.1,8,1,8.2,8,1,7.7,8,1,2.5,8,1,2.7,8,1,4.7,8,1,8.3,8,1,9.2,8,1,8.1,8,1,9.2,8,1,9.3,8,1
Dec-83,-0.7,8,1,1.2,8,1,2.3,8,1,1.7,8,1,-3.2,8,1,-3.4,8,1,-1.3,8,1,1.2,5,1,2.3,8,1,1.3,8,1,2.6,8,1,3.1,8,1
Jan-84,-4.2,8,1,-1.8,8,1,-0.7,8,1,-1.5,8,1,-6.6,8,1,-6.8,8,1,-4.8,8,1,-1.1,8,1,-0.2,8,1,-1.3,8,1,0.2,8,1,0.5,8,1
Feb-84,-5.2,8,1,-2.3,8,1,-1.3,8,1,-2.1,8,1,-8.2,8,1,-7.5,8,1,-5,8,1,-1.6,8,1,-0.7,8,1,-2,8,1,-0.2,8,1,0.1,8,1
Mar-84,-2.1,8,1,0.4,8,1,1.6,8,1,1,8,1,-5.6,8,1,-5,8,1,-2.5,8,1,2.4,8,1,2.8,8,1,1.6,8,1,3.2,8,1,3.4,8,1
Apr-84,5.3,8,1,7.6,8,1,9,8,1,9.1,4,1,2.5,8,1,3.4,8,1,5.9,8,1,8.9,8,1,9.7,8,1,8.7,8,1,9.9,8,1,10,8,1
May-84,11.3,8,1,13.7,8,1,15.5,8,1,15,8,1,8.5,8,1,10.4,8,1,12.5,8,1,15.4,8,1,15.9,8,1,15,8,1,15.9,8,1,15.9,8,1
Jun-84,16.4,8,1,18.8,8,1,20.2,8,1,20,8,1,13.9,8,1,15.8,8,1,17.6,8,1,20.4,8,1,20.7,8,1,20,8,1,20.9,8,1,21.2,8,1
Jul-84,20.7,8,1,22.9,8,1,24,8,1,23.9,5,1,18.1,8,1,19.5,8,1,21.5,8,1,24.2,8,1,24.6,8,1,23.8,8,1,24.8,8,1,25.1,5,1
