ダウンロードした時刻：2023/06/14 02:19:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,東京,東京,東京,練馬,練馬,練馬,府中,府中,府中,八王子,八王子,八王子,青梅,青梅,青梅,小河内,小河内,小河内,父島,父島,父島,南鳥島,南鳥島,南鳥島,八丈島,八丈島,八丈島,大島,大島,大島
年月,平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃)
,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号
Jan-80,5.6,8,1,3.8,8,1,3.7,8,1,3,8,1,2.6,8,1,1.3,8,1,18.7,8,1,20.7,8,1,10.7,8,1,6.2,8,1
Feb-80,5.2,8,1,3.8,8,1,3.5,8,1,2.6,8,1,2,8,1,0.6,8,1,17.4,8,1,20.4,8,1,8.8,8,1,4.9,8,1
Mar-80,8.2,8,1,7.1,8,1,6.9,8,1,6.2,8,1,5.5,8,1,4.1,8,1,18.8,8,1,21.7,8,1,12.6,8,1,8,8,1
Apr-80,13.6,8,1,12.8,8,1,12.3,8,1,11.9,8,1,10.9,8,1,9.6,8,1,20.3,8,1,23.5,8,1,15.9,8,1,12.5,8,1
May-80,19.2,8,1,18.4,8,1,17.7,8,1,17.5,8,1,16.8,8,1,15.5,5,1,22.8,8,1,25.5,8,1,19.4,8,1,16.9,8,1
Jun-80,23.6,8,1,23.1,8,1,22.5,8,1,22.1,8,1,21.4,8,1,19.7,8,1,26.2,8,1,26.9,8,1,23.3,8,1,20.6,8,1
Jul-80,23.8,8,1,23.3,8,1,22.9,8,1,22.7,8,1,21.8,8,1,20.4,8,1,27.8,8,1,28.3,8,1,25.1,8,1,22.2,8,1
Aug-80,23.4,8,1,22.7,8,1,22.5,8,1,22.4,8,1,21.7,8,1,20.1,8,1,28,8,1,27.6,8,1,25.7,8,1,21.6,8,1
Sep-80,23,8,1,21.9,8,1,21.4,8,1,21,8,1,20.3,8,1,18.1,8,1,28.2,8,1,28.7,8,1,24.7,8,1,21,8,1
Oct-80,18.2,8,1,16.8,8,1,16.4,8,1,16,8,1,15.4,8,1,13.4,8,1,25.6,8,1,27.7,8,1,21.4,8,1,17.2,8,1
Nov-80,13,8,1,11.1,8,1,10.6,5,1,10.1,8,1,10.2,5,1,8.2,8,1,23.4,8,1,26.8,8,1,17.5,8,1,13.2,8,1
Dec-80,7.7,8,1,5.7,8,1,5.4,8,1,4.6,8,1,4.4,8,1,2.7,8,1,19.4,8,1,23.7,8,1,11.7,8,1,7.6,8,1
Jan-81,4.4,8,1,2.7,8,1,2.2,8,1,1,8,1,1.1,8,1,-0.6,5,1,17.1,8,1,21.2,8,1,8,8,1,4.4,8,1
Feb-81,5.3,8,1,4.1,8,1,3.6,8,1,2.8,8,1,2.5,8,1,1,8,1,17.3,8,1,21.2,8,1,9.8,8,1,5.4,8,1
Mar-81,9,8,1,8.3,8,1,7.8,8,1,7.2,8,1,6.6,8,1,5.2,5,1,18.8,8,1,22.1,8,1,13,8,1,8.5,8,1
Apr-81,13.9,8,1,13.4,8,1,12.7,8,1,12.4,8,1,11.9,8,1,10.4,8,1,20.9,8,1,24.3,8,1,16.8,8,1,12.9,8,1
May-81,17.5,8,1,17.2,5,1,16.4,8,1,16.2,8,1,15.7,8,1,14,8,1,23.2,8,1,26.3,8,1,19.9,8,1,16.1,8,1
Jun-81,20.2,8,1,20.1,8,1,19.4,8,1,19.3,8,1,18.5,8,1,17.2,8,1,25.1,8,1,28.8,8,1,22,8,1,19.2,8,1
Jul-81,26.3,8,1,26.2,8,1,25.2,8,1,25.3,8,1,24.4,8,1,22.3,8,1,27.5,8,1,28,8,1,26.3,8,1,23.5,8,1
Aug-81,26.2,8,1,26.1,8,1,25.1,8,1,24.9,8,1,24,8,1,22.2,8,1,27.7,8,1,27.9,8,1,26.5,8,1,23.9,8,1
Sep-81,21.8,8,1,21.3,8,1,20.6,8,1,20.4,8,1,19.6,8,1,17.7,8,1,27.2,8,1,27.6,8,1,24,8,1,20.2,8,1
Oct-81,17.6,8,1,16.5,8,1,15.8,8,1,15.3,8,1,14.8,8,1,12.9,8,1,25.1,8,1,27.5,8,1,20.6,8,1,16.6,8,1
Nov-81,10.4,8,1,9,8,1,8.4,8,1,7.9,8,1,7.5,8,1,6.2,8,1,22.4,8,1,26.3,8,1,16.1,8,1,11.3,8,1
Dec-81,7.6,8,1,5.8,8,1,5.2,8,1,4.1,8,1,4.1,8,1,3,8,1,19.3,8,1,24.4,8,1,12.7,8,1,8.6,8,1
Jan-82,5.8,8,1,4.6,8,1,4.1,8,1,2.9,8,1,2.5,8,1,1,8,1,17.3,8,1,22.5,8,1,10.5,8,1,6.4,8,1
Feb-82,5.5,8,1,4.5,8,1,4,8,1,3,8,1,2.7,8,1,0.8,8,1,16.7,8,1,20.8,8,1,9.6,8,1,5.5,8,1
